LastName,FirstName,Gender,Country,Date,Competition,Round,Location,Rank,D_Score,E_Score,Penalty,Score,HB_score,HB_num_of_samples,PH_score,PH_num_of_samples,FX_score,FX_num_of_samples,PB_score,PB_num_of_samples,SR_score,SR_num_of_samples,VT_score,VT_num_of_samples
olfati,mahdi,m,IRI,23-26 Feb 2023,FIG Apparatus World Cup 2023,final,"Cottbus, Germany",2.0,5.6,9.466,,14.427333333333332,,0,,0,,0,,0,,0,14.427333333333332,12
jim,man,m,HKG,25-28 May 2023,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",15.0,4.0,9.15,0.0,11.100000000000001,,0,,0,,0,,0,,0,11.100000000000001,6
lee,man,m,HKG,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",72.0,4.8,6.666,,12.723555555555556,,0,,0,11.488666666666665,3,,0,,0,13.341000000000001,6
safarov,mansum,m,AZE,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",70.0,5.0,7.8,,11.516333333333334,11.366,1,8.866,1,12.8,1,11.7,1,11.9,1,12.466,1
arnold,manuel,m,AUT,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",65.0,4.5,8.333,,12.775999999999998,11.633,1,13.083,2,12.833,1,12.7,1,13.0,1,13.1,1
martinez,manuel,m,COL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",78.0,4.5,8.333,,12.4385,12.433,1,12.1,1,12.833,1,12.966,1,11.566,1,12.733,1
marques,marcelo,m,POR,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",30.0,5.4,8.2,,13.087125,,0,12.988333333333335,3,13.183,4,,0,,0,13.0,1
lodadio,marco,m,ITA,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",52.0,5.4,7.9,,12.648,,0,,0,13.475000000000001,2,,0,14.59975,4,9.494333333333334,3
pfyl,marco,m,SUI,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",53.0,5.2,7.933,,12.875428571428571,12.144,3,12.5,1,12.4165,2,13.455333333333334,3,12.933,3,13.663,2
sarrugerio,marco,m,ITA,1-5 Aug 2023,2023 FISU World University Games,final,"Chengdu, China",4.0,5.8,8.566,,13.4325,12.8,1,11.491499999999998,2,,0,14.044,4,14.122,3,,0
stenberg,marcus,m,SWE,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",91.0,4.1,8.433,,12.638666666666667,12.433,1,11.966,1,12.533,1,12.9,1,12.8,1,13.2,1
macchiati,mario,m,ITA,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",46.0,5.5,8.166,0.3,12.85470588235294,13.058,2,13.727666666666666,3,13.166333333333332,3,14.206399999999999,5,13.45,1,9.083333333333334,3
georgiou,marios,m,CYP,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",14.0,6.0,8.1,,13.12669565217391,13.945142857142857,7,13.237250000000001,4,13.094333333333333,3,14.4915,4,8.766666666666666,3,13.9,2
jovicic,marko,m,CRO,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",70.0,4.9,6.7,,11.435428571428572,,0,,0,11.435428571428572,7,,0,,0,,0
sambolec,marko,m,CRO,25-28 May 2023,2023 Varna World Challenge Cup Results,final,"Varna, Bulgaria",7.0,5.6,8.166,0.0,13.3684,,0,13.3684,5,,0,,0,,0,,0
de,martijn,m,NED,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",28.0,5.2,8.433,,13.214444444444446,13.544000000000002,3,11.033,1,13.549499999999998,2,13.3,1,12.766,1,14.1,1
veer,martijn,m,NED,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",49.0,5.2,8.166,,13.14975,12.333,1,,0,13.366,1,13.3,1,,0,13.6,1
gudmundsson,martin,m,ISL,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",45.0,4.6,8.633,,12.018666666666665,11.649999999999999,3,10.9495,2,13.183,2,9.933,2,12.0495,2,13.275,4
miggitsch,martin,m,AUT,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",36.0,5.2,7.966,0.1,12.383000000000001,11.9,1,11.7,1,13.066,1,12.166,1,12.033,1,13.433,1
pospisil,martin,m,CZE,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",85.0,4.3,8.366,,12.233,11.333,1,,0,12.666,1,12.333,1,11.9,1,12.933,1
nemcovic,matej,m,SVK,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",106.0,5.0,6.466,,12.167533333333333,10.9665,2,11.777666666666667,3,12.072000000000001,3,12.233,2,12.888666666666666,3,12.9495,2
zugec,mateo,m,CRO,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",12.0,5.5,8.333,,13.059800000000001,,0,13.059800000000001,5,,0,,0,,0,,0
philippe,mathias,m,FRA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",105.0,5.2,7.033,,13.34688888888889,13.182999999999998,6,,0,13.183000000000002,3,13.549750000000001,4,13.479600000000001,5,,0
jalbert,mathys,m,CAN,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",26.0,5.1,7.6,,12.100000000000001,12.45,1,12.05,1,,0,12.7,1,11.2,1,,0
levantesi,matteo,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",58.0,5.1,8.133,,13.58721875,12.838666666666667,6,12.944,3,13.49975,4,14.440444444444445,9,13.108,4,13.755333333333333,6
mcclymont,matthew,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",30.0,3.5,8.6,0.0,11.583333333333334,12.05,1,10.65,1,12.1,1,11.35,1,10.35,1,13.0,1
petrov,matvei,m,ALB,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",80.0,5.8,6.1,,14.116545454545456,,0,14.116545454545456,11,,0,,0,,0,,0
whitlock,max,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",5.0,5.1,8.45,0.0,13.275,13.55,1,12.774999999999999,2,,0,14.0,1,,0,,0
gentges,maxime,m,BEL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",67.0,5.0,8.066,,13.216277777777778,12.960666666666667,6,13.799600000000002,5,13.033000000000001,2,13.733,2,12.4165,2,12.766,1
galicia,maximiliano,m,MEX,24-28 Jun 2023,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",5.0,5.1,8.0,,12.610000000000001,12.15,2,11.700000000000001,3,12.825,2,13.116666666666665,3,12.466666666666669,3,13.675,2
ateer,mc,m,IRL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",50.0,5.2,8.766,,13.720500000000001,,0,,0,,0,,0,,0,13.720500000000001,4
clenaghan,mc,m,IRL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",1.0,6.4,8.9,,14.754,,0,14.754,4,,0,,0,,0,,0
kosak,mehmet,m,TUR,25-28 May 2023,2023 Varna World Challenge Cup Results,final,"Varna, Bulgaria",2.0,6.0,8.133,0.0,12.852714285714285,12.077333333333334,3,11.774666666666668,6,12.991499999999998,8,12.466333333333333,3,14.117333333333335,12,12.2195,10
kilicer,mert,m,TUR,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",16.0,4.9,8.666,,12.98018181818182,12.903200000000002,5,12.977666666666666,3,12.6,1,13.3665,2,,0,,0
evans,mia,m,WAL,"29 Jul-2 Aug, 2023",BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",,4.2,8.9,,13.1,,0,,0,,0,,0,,0,13.1,1
reid,michael,m,JAM,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",21.0,5.5,7.85,,12.2,,0,11.05,1,,0,13.35,1,,0,,0
chari,michalis,m,CYP,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",83.0,5.6,7.2,,12.317730769230767,11.87475,4,10.949750000000002,4,12.721285714285715,7,12.749799999999999,5,12.055333333333332,3,13.333,3
isaias,michalis,m,CYP,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",74.0,4.3,6.933,,11.227333333333334,11.533,1,9.166,1,11.233,1,11.166,1,11.933,1,12.333,1
aquino,miguel,m,PUR,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",14.0,4.7,8.0,,12.040000000000001,11.9,1,,0,12.7,1,12.0,1,10.85,1,12.75,1
saefken,mika,m,GER,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",41.0,4.6,8.2,,12.332999999999998,12.8,1,11.133,1,,0,13.066,1,,0,,0
haziq,mikhail,m,SGP,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",26.0,3.8,7.95,,11.75,,0,11.75,1,,0,,0,,0,,0
koudinov,mikhail,m,NZL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",38.0,5.6,7.7,,13.150833333333335,12.73,5,11.875,2,13.0415,2,13.8898,5,13.025,2,13.8665,2
karimi,milad,m,KAZ,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",8.0,6.0,6.1,,13.672394736842106,13.518222222222223,9,12.954999999999998,3,13.8525,12,13.694857142857144,7,13.1495,2,14.125800000000002,5
hosseini,milan,m,GER,11-16 Apr 2023,2023 Senior European Championships,final,"Antalya, Turkey",3.0,5.9,8.3,,12.579307692307692,12.6,1,13.0,1,14.032999999999998,5,13.1,1,13.0415,2,9.527666666666667,3
durak,miroslav,m,CZE,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",30.0,4.0,8.233,,11.124500000000001,12.233,1,10.466,1,,0,10.166,1,11.633,1,,0
morgans,mitchell,m,AUS,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",9.0,6.2,8.133,,13.034565217391307,13.166545454545455,11,,0,,0,13.244699999999998,10,11.258,2,,0
afify,mohamed,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",65.0,5.1,8.0,,13.266333333333334,12.049499999999998,2,12.766666666666666,3,13.1,1,14.010666666666665,6,12.883,2,13.666,1
hamidi,mohammadreza,m,IRI,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",14.0,5.1,8.2,,13.3,13.3,1,,0,,0,,0,,0,,0
kratter,moreno,m,SUI,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",28.0,5.9,7.933,,12.762200000000002,13.1996,5,,0,13.672999999999998,5,13.833,1,12.833333333333334,3,11.424666666666667,6
muller,moritz,m,GER,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",58.0,5.2,7.733,0.5,12.932,,0,,0,12.433,1,,0,12.633,1,13.73,1
afzal,muhammad,m,PAK,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",39.0,2.9,5.5,,7.616666666666667,,0,,0,8.4,1,,0,4.25,1,10.2,1
aimy,muhammad,m,MAS,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",33.0,5.3,5.6,,12.952285714285713,,0,12.4165,2,10.9,1,,0,,0,13.73325,4
mia,muhammad,m,RSA,"29 Jul-2 Aug, 2023",BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",13.0,5.1,7.1,,12.329166666666667,12.55,2,11.024999999999999,2,12.3,2,13.1,2,11.975,2,13.025,2
pontedura,murilo,m,BRA,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",53.0,5.0,6.0,,10.641666666666667,12.85,1,13.3,1,11.0,1,13.0,1,,0,6.85,2
melnykov,mykyta,m,UKR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",128.0,4.6,6.166,0.1,12.228,10.624500000000001,4,12.633,4,11.757750000000001,4,12.8245,4,12.066,1,13.34075,4
nathan,nadine,m,SGP,"29 Jul-2 Aug, 2023",BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",,4.2,8.5,,12.7,,0,,0,,0,,0,,0,12.7,1
kurbanov,nariman,m,KAZ,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",4.0,6.3,8.233,,14.871416666666667,,0,14.871416666666667,12,,0,,0,,0,,0
daries,naveen,m,RSA,"29 Jul-2 Aug, 2023",BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",,4.2,8.75,,12.95,,0,,0,,0,,0,,0,12.95,1
chepurnyi,nazar,m,UKR,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",47.0,5.3,7.6,,13.748,12.966,1,10.833,1,12.9,1,12.616,2,13.266,1,14.78957142857143,7
guilbe,nelson,m,PUR,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",25.0,4.6,5.4,,10.0,,0,10.0,1,,0,,0,,0,,0
kyriakou,neofytos,m,CYP,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",25.0,5.2,8.133,,13.02804761904762,12.341249999999999,4,11.8165,2,13.483,4,12.616,2,10.566,1,13.857624999999999,8
abad,nestor,m,ESP,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",13.0,5.5,8.3,,13.356179487179489,13.56088888888889,9,12.1275,6,12.9532,5,14.116500000000002,6,13.5725,8,13.6066,5
dang,ngoc,m,VIE,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",19.0,5.2,7.9,,12.210999999999999,,0,12.210999999999999,3,,0,,0,,0,,0
hooton,niall,m,IRL,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",86.0,4.7,7.966,,11.755333333333333,11.533,1,10.3,1,12.666,1,10.8,1,11.533,1,13.7,1
vannucchi,niccolo,m,ITA,1-5 Aug 2023,2023 FISU World University Games,final,"Chengdu, China",7.0,6.1,6.7,0.1,13.689857142857141,13.533,1,,0,13.483,2,,0,12.6,1,14.243333333333332,3
tarca,nicholas,m,ROU,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",108.0,5.2,6.933,0.1,12.7596,12.766,2,13.1165,2,12.033,1,,0,,0,,0
klessing,nick,m,GER,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",104.0,5.5,6.866,0.1,13.4495,,0,,0,12.266,1,,0,13.266,1,14.133,2
van,nico,m,NED,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",31.0,5.6,7.866,,11.738666666666667,,0,11.1,1,,0,,0,12.058,2,,0
bartolini,nicola,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",5.0,5.9,8.333,,13.847115384615384,12.966000000000001,2,13.0495,4,14.194999999999999,7,13.821999999999997,3,12.833,2,14.42475,8
cuyle,nicola,m,BEL,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",71.0,5.5,7.333,0.1,12.842571428571429,12.233,1,12.5165,2,12.733,1,13.1665,2,13.566,1,,0
garfias,nicolas,m,PER,23-26 Feb 2023,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",63.0,2.7,5.3,4.0,10.31490909090909,11.210666666666667,3,8.024750000000001,4,12.133,1,11.5,1,11.5,1,12.6,1
mir,nicolau,m,ESP,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",89.0,5.9,7.0,0.2,13.354950000000002,13.206400000000002,5,11.833,5,13.67388888888889,9,13.76011111111111,9,12.488666666666667,3,13.847666666666667,9
mozzato,nicolo,m,ITA,27-30 Apr 2023,World Cup,qual,"Cairo, Egypt",30.0,4.6,6.6,,12.866499999999998,11.2,1,12.333,1,,0,13.9665,2,,0,,0
sinivuori,niila,m,FIN,25-28 May 2023,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",20.0,5.4,5.15,0.1,10.45,,0,,0,10.45,1,,0,,0,,0
simonov,nikita,m,AZE,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",13.0,6.3,7.666,,14.334812499999998,12.833,1,,0,,0,11.666,1,14.632714285714288,14,,0
syverhuset,niklas,m,NOR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",40.0,5.4,8.233,0.1,13.533,,0,,0,13.533,1,,0,,0,,0
bozic,nikolaj,m,SLO,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",114.0,5.3,6.7,,11.933,,0,,0,11.933,4,,0,,0,,0
iliopoulos,nikolaos,m,GRE,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",70.0,5.0,7.733,,12.783,12.874750000000002,4,12.333,1,12.266,1,12.483,4,13.4,1,13.966,1
kranitis,nikolaos,m,GRE,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",97.0,4.8,7.1,0.1,12.0665,12.233,1,10.8,1,11.8,1,10.866,1,12.8,1,13.9,1
dunkel,nils,m,GER,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",62.0,5.1,8.166,0.1,13.512695652173914,12.2165,2,14.01385714285714,7,13.083,2,13.866285714285713,7,13.0064,5,,0
kuavita,noah,m,BEL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",64.0,5.3,8.1,0.3,13.268437500000001,13.2196,5,12.099499999999999,2,13.1,1,13.888666666666666,3,11.999500000000001,2,14.411000000000001,3
seifert,noe,m,SUI,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",99.0,5.7,6.8,,13.207625000000002,13.607,7,13.027333333333333,6,13.616428571428571,7,13.895,7,13.166333333333332,6,11.902,7
stene,nore,m,NOR,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",71.0,5.6,7.333,,11.875714285714285,9.666,1,10.933,1,12.349499999999999,2,11.333,1,,0,13.249500000000001,2
kasala,oliver,m,SVK,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",100.0,4.5,7.8,,12.507111111111112,12.0915,2,11.266,1,12.3,1,13.558,2,12.383,2,12.933,1
sons,oliver,m,BOL,23-26 Feb 2023,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",39.0,4.5,7.5,,10.893,10.166,1,8.933,1,12.0,1,11.633,1,11.733,1,,0
mohamed,omar,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",32.0,5.5,8.233,,12.831583333333333,11.8,2,12.866,1,12.926400000000001,5,13.366,2,13.783,2,12.713500000000002,12
achampong,ondine,m,ENG,"29 Jul-2 Aug, 2023",BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",,5.0,9.15,,14.15,,0,,0,,0,,0,,0,14.15,1
kalny,ondrej,m,CZE,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",72.0,5.4,7.6,0.1,13.559055555555554,,0,11.7,1,12.5066,5,,0,,0,14.152499999999998,12
rifa,oriol,m,ESP,23-26 Feb 2023,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",47.0,4.4,5.166,,11.140444444444446,12.5,1,9.583,2,12.666,1,10.2995,2,11.4665,2,12.4,1
kirmes,oskar,m,FIN,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",105.0,4.7,6.966,0.1,12.904318181818182,12.7995,4,12.933250000000001,4,12.59975,4,13.183250000000001,4,13.044333333333332,3,12.899666666666667,3
print,owen,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",20.0,5.1,7.8,0.1,12.667555555555555,11.85,2,8.75,2,12.375,2,12.0,2,12.9,2,14.03325,8
perez,pablo,m,PUR,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",12.0,5.5,7.25,,12.700000000000001,,0,,0,12.75,1,,0,11.8,1,13.55,1
pozo,pablo,m,CUB,24-28 Jun 2023,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",3.0,5.1,8.1,,12.639285714285714,12.616666666666667,3,11.15,2,12.7,2,13.85,3,11.95,2,12.975,2
ruiz,pablo,m,ESP,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",54.0,4.5,6.45,,9.257142857142856,12.3,1,12.3,1,10.95,1,11.0,1,4.9,1,6.675,2
velasquez,pablo,m,ESA,24-28 Jun 2023,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",16.0,4.5,6.55,,11.299999999999999,10.25,2,10.7,2,11.375,2,11.4,2,10.75,2,13.325,2
kolodii,pantely,m,UKR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",98.0,4.5,7.666,,12.775599999999999,12.186200000000001,5,12.899799999999999,5,12.677333333333332,3,12.4994,5,13.3864,5,13.249500000000001,2
brendel,pascal,m,GER,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",88.0,5.1,7.6,,12.745758620689655,12.835999999999999,6,13.376199999999997,5,12.939999999999998,5,13.4164,5,12.955333333333334,3,11.016399999999999,5
correa,patrick,m,BRA,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",49.0,5.6,6.65,,10.616666666666667,11.95,1,12.4,1,12.25,1,,0,12.6,1,7.25,2
palmroth,patrick,m,FIN,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",43.0,5.0,8.0,,12.532714285714286,12.4,1,11.433,1,13.0,1,12.333,1,12.0,1,13.2815,2
jimenez,pau,m,ESP,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",12.0,5.6,8.233,,13.1256875,10.05,2,11.383,2,13.630500000000003,6,13.079,4,12.7898,5,13.777538461538462,13
degouy,paul,m,FRA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",97.0,5.3,7.233,,13.546705882352942,13.474499999999999,4,12.166,1,13.533,3,13.844,3,13.088666666666667,3,14.277666666666667,3
gulidov,pavel,m,ISR,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",85.0,5.2,7.466,0.2,12.663565217391305,,0,12.633,1,11.827333333333334,3,12.956400000000002,5,13.4198,5,12.362888888888888,9
karnejenko,pavel,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",14.0,5.1,8.0,0.0,12.978978723404252,12.929555555555556,9,11.620000000000001,5,12.966571428571427,7,13.644333333333334,9,13.90736363636364,11,11.500000000000002,6
titov,pavel,m,FIN,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",102.0,4.6,7.0,,11.866499999999998,,0,11.866499999999998,4,,0,,0,,0,,0
skogvang,peder,m,NOR,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",43.0,5.4,7.966,0.1,12.921750000000001,12.677333333333335,3,11.866,1,13.321666666666667,3,,0,12.233,2,13.577333333333334,3
vefic,petar,m,SRB,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",103.0,5.1,6.533,,12.678900000000002,12.136599999999998,5,11.99125,4,12.579833333333333,6,13.023666666666665,6,12.7698,5,13.562249999999999,4
velickovic,petar,m,SRB,25-28 May 2023,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",17.0,4.9,7.3,0.0,11.524999999999999,,0,11.524999999999999,2,,0,,0,,0,,0
vidricko,peter,m,SVK,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",122.0,4.5,6.266,,10.0435,8.3915,2,4.966,1,10.983,2,12.033,1,11.6,1,13.0,1
pakhniuk,petro,m,UKR,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",81.0,5.4,7.2,,12.9775,13.333,1,11.733,1,12.6,1,13.0,1,12.733,1,14.466,1
stickler,poppy,m,WAL,"29 Jul-2 Aug, 2023",BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",,4.2,8.8,,13.0,,0,,0,,0,,0,,0,13.0,1
nayak,pranati,m,IND,"29 Jul-2 Aug, 2023",BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",,5.2,8.5,0.1,13.6,,0,,0,,0,,0,,0,13.6,1
brandenburger,quentin,m,LUX,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",120.0,5.0,6.3,0.3,11.903444444444444,12.3,1,9.9,1,11.233,2,12.1495,2,12.2665,2,13.633,1
sliz,radomir,m,CZE,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",49.0,5.2,7.7,,13.618714285714288,,0,13.618714285714288,7,,0,,0,,0,,0
stelmakh,radomyr,m,UKR,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",97.0,5.5,6.966,,12.972,11.8915,2,13.355333333333334,3,13.316333333333333,3,12.9,2,13.0,1,13.066,1
baptiste,raekwon,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",33.0,5.1,5.0,0.3,12.861,12.175,2,12.620750000000001,4,11.15,2,12.975000000000001,2,13.105333333333334,3,13.8198,5
dalsgard,rani,m,DEN,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",73.0,5.3,7.7,0.3,12.7,,0,,0,12.7,1,,0,,0,,0
abdurakhimov,rasuljon,m,UZB,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",39.0,4.6,8.666,,13.544400000000001,12.862250000000001,4,,0,,0,14.299000000000001,5,12.5,1,,0
kamiljanov,ravshan,m,UZB,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",63.0,4.9,7.233,,12.852785714285716,12.366,1,13.5015,6,12.416250000000002,4,11.833,1,11.733,1,13.333,1
radkov,rayan,m,BUL,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",79.0,4.2,8.066,,12.433000000000002,12.266,1,13.3,1,,0,11.733,1,,0,,0
zapata,rayderley,m,ESP,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",22.0,6.2,7.833,0.1,13.816428571428572,,0,,0,13.64975,4,,0,13.758,4,13.966500000000002,6
marc,razvan,m,ROU,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",42.0,5.6,7.9,,12.834714285714286,12.44975,4,11.84125,4,12.944333333333333,3,13.466666666666667,3,13.241499999999998,4,13.388666666666666,3
