"LastName","FirstName","Gender","Country","Date","Competition","Round","Location","Rank","D_Score","E_Score","Penalty","Score","FullName","HB","PH","FX","PB","SR","VT","BB","UB","Total"
"Matyolo","Nkazimlo","w","RSA","1-4 Jun 2023","2023 Tel Aviv Challenge Cup","qual","Tel Aviv, Israel",20,4.1,6.4,0.5,10,"Nkazimlo_Matyolo",NA,NA,10,NA,NA,5.8335,NA,NA,15.8335
"KUAVITA","Noah","m","BEL","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",64,5.3,8.1,0.3,13.1,"Noah_KUAVITA",13.2196,12.0995,13.1,13.8886666666667,11.9995,14.411,NA,NA,78.7182666666667
"SEIFERT","Noe Samuel","m","SUI","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany",10,5.7,8.35,NA,14.05,"Noe Samuel_SEIFERT",13.65,12.2,14.05,13.9,13.5,6.875,NA,NA,74.175
"SEIFERT","Noe","m","SUI","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",99,5.7,6.8,NA,12.5,"Noe_SEIFERT",13.5998333333333,13.1928,13.5441666666667,13.8941666666667,13.0996,13.9128,NA,NA,81.2433666666667
"LOUON","Noemie","w","BEL","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",13,4.8,8.133,NA,12.933,"Noemie_LOUON",NA,NA,NA,NA,NA,12.7,12.883,12.933,38.516
"SHALIT","Noga","w","ISR","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",90,4.7,5.766,NA,10.466,"Noga_SHALIT",NA,NA,11.5,NA,NA,12.266,10.466,NA,34.232
"MATTHEWS","Nola","w","USA","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany",4,5.2,8,NA,13.2,"Nola_MATTHEWS",NA,NA,12.9,NA,NA,6.55,13.2,13.65,46.3
"STENE","Nore","m","NOR","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",71,5.6,7.333,NA,12.933,"Nore_STENE",9.666,10.933,12.3495,11.333,NA,13.2495,NA,NA,57.531
"Netzer","Ofir","w","ISR","1-4 Jun 2023","2023 Tel Aviv Challenge Cup","qual","Tel Aviv, Israel",13,4.7,5.9,NA,10.6,"Ofir_Netzer",NA,NA,NA,NA,NA,NA,NA,10.6,10.6
"NETZER","Ofir","w","ISR","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",141,4.2,5,NA,9.2,"Ofir_NETZER",NA,NA,11.783,NA,NA,13.04125,9.2165,12.2995,46.34025
"CHUSOVITINA","Oksana","w","UZB","23-26 Feb 2023","FIG Apparatus World Cup 2023","final","Cottbus, Germany",3,4.4,8.566,0.1,12.866,"Oksana_CHUSOVITINA",NA,NA,11.3,NA,NA,12.9018125,11.333,10.5995,46.1343125
"Kasala","Oliver","m","SVK","8-11 Jun 2023","2023 Osijek Challenge Cup","qual","Osijek, Croatia.",19,4.4,7.45,NA,11.85,"Oliver_Kasala",11.85,NA,NA,13.55,12.8,NA,NA,NA,38.2
"KASALA","Oliver","m","SVK","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",100,4.5,7.8,NA,12.3,"Oliver_KASALA",12.333,11.266,12.3,13.566,11.966,12.933,NA,NA,74.364
"SONS SANCHEZ","Oliver","m","BOL","23-26 Feb 2023","FIG Apparatus World Cup 2023","qual","Cottbus, Germany",39,4.5,7.5,NA,12,"Oliver_SONS SANCHEZ",10.166,8.933,12,11.633,11.733,NA,NA,NA,54.465
"CHAM","Olivia","w","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England",11,4.6,7.2,0,11.8,"Olivia_CHAM",NA,NA,11.9,NA,NA,12.5,11.8,8.75,44.95
"KELLY","Olivia","w","BAR","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",93,4.9,6.233,NA,11.133,"Olivia_KELLY",NA,NA,12.5,NA,NA,13.066,11.133,10.033,46.732
"VAETTOE","Olivia","w","FIN","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",82,4.7,5.533,NA,10.233,"Olivia_VAETTOE",NA,NA,11.766,NA,NA,12.7,10.233,7.933,42.632
"MOHAMED","Omar","m","EGY","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",32,5.5,8.233,NA,13.733,"Omar_MOHAMED",11.8,12.866,12.9264,13.366,13.783,12.7135,NA,NA,77.4549
"KHALILOVA","Ominakhon","w","UZB","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",130,4.5,5.6,NA,10.1,"Ominakhon_KHALILOVA",NA,NA,11.866,NA,NA,11.6,10.1,9.4,42.966
"ACHAMPONG","Ondine","w","GBR","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",15,5.7,7.266,NA,12.966,"Ondine_ACHAMPONG",NA,NA,12.8608888888889,NA,NA,14.108125,13.3400833333333,13.1732,53.4822972222222
"KALNY","Ondrej","m","CZE","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",72,5.4,7.6,0.1,12.9,"Ondrej_KALNY",NA,11.7,12.5066,NA,NA,14.1525,NA,NA,38.3591
"RIFA","Oriol","m","ESP","23-26 Feb 2023","FIG Apparatus World Cup 2023","qual","Cottbus, Germany",47,4.4,5.166,NA,9.566,"Oriol_RIFA",NA,9.8,NA,9.566,10.633,NA,NA,NA,29.999
"RIFA PEDRENO","Oriol","m","ESP","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China",51,4.1,8.566,NA,12.666,"Oriol_RIFA PEDRENO",12.5,9.366,12.666,11.033,12.3,12.4,NA,NA,70.265
"KIRMES","Oskar","m","FIN","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",105,4.7,6.966,0.1,11.566,"Oskar_KIRMES",12.7995,12.93325,12.59975,13.18325,13.0443333333333,12.8996666666667,NA,NA,77.45975
"PRINT","Owen","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England",20,5.1,7.8,0.1,12.8,"Owen_PRINT",11.85,8.75,12.375,12,12.9,14.03325,NA,NA,71.90825
"PEREZ","Pablo","m","PUR","24-28 Jun 2023","2023 Central American and Caribbean Games","qual","San Salvador, El Salvador",12,5.5,7.25,NA,12.75,"Pablo_PEREZ",NA,NA,12.75,NA,11.8,13.55,NA,NA,38.1
"POZO","Pablo","m","CUB","24-28 Jun 2023","2023 Central American and Caribbean Games","AAfinal","San Salvador, El Salvador",3,5.1,8.1,NA,13.2,"Pablo_POZO",12.6166666666667,11.15,12.7,13.85,11.95,12.975,NA,NA,75.2416666666667
"RUIZ SANCHEZ","Pablo","m","ESP","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany",54,4.5,6.45,NA,10.95,"Pablo_RUIZ SANCHEZ",12.3,12.3,10.95,11,4.9,6.675,NA,NA,58.125
"VELASQUEZ","Pablo","m","ESA","24-28 Jun 2023","2023 Central American and Caribbean Games","AAfinal","San Salvador, El Salvador",16,4.5,6.55,NA,11.05,"Pablo_VELASQUEZ",10.25,10.7,11.375,11.4,10.75,13.325,NA,NA,67.8
"MORONEY","Paige","w","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England",24,4.3,6.9,0,11.2,"Paige_MORONEY",NA,NA,12,NA,NA,11.6,11.2,10.6,45.4
"MINTCHEVA","Paloma","w","BUL","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",104,4.3,5.133,0.1,9.333,"Paloma_MINTCHEVA",NA,NA,12.566,NA,NA,12.9,9.333,12.566,47.365
"KOLODII","Pantely","m","UKR","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",98,4.5,7.666,NA,12.166,"Pantely_KOLODII",12.1862,12.8998,12.6773333333333,12.4994,13.3864,13.2495,NA,NA,76.8986333333333
"RUANO","Paola","w","ESA","24-28 Jun 2023","2023 Central American and Caribbean Games","AAfinal","San Salvador, El Salvador",4,4.5,7.45,NA,11.95,"Paola_RUANO",NA,NA,11.425,NA,NA,12.175,11.525,11.05,46.175
"BRENDEL","Pascal","m","GER","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",88,5.1,7.6,NA,12.7,"Pascal_BRENDEL",12.836,13.3762,12.94,13.4164,12.9553333333333,11.0164,NA,NA,76.5403333333333
"MAKOVICKOVA","Patricie","w","CZE","1-4 Mar 2023","World Cup","qual","Doha, Qatar",34,5,5.633,NA,10.633,"Patricie_MAKOVICKOVA",NA,NA,10.8,NA,NA,12.491375,10.633,NA,33.924375
"PALMROTH","Patrick Harri Aaron","m","FIN","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China",43,5,8,NA,13,"Patrick Harri Aaron_PALMROTH",12.4,11.433,13,12.333,12,13.2815,NA,NA,74.4475
"CORREA","Patrick","m","BRA","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany",49,5.6,6.65,NA,12.25,"Patrick_CORREA",11.95,12.4,12.25,NA,12.6,7.25,NA,NA,56.45
"JIMENEZ","Pau","m","ESP","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",12,5.6,8.233,NA,13.833,"Pau_JIMENEZ",7.6,11.066,13.3776666666667,13.05,12.8553333333333,13.586,NA,NA,71.535
"JIMENEZ I FERNANDEZ","Pau","m","ESP","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China",14,5.6,8.2,NA,13.8,"Pau_JIMENEZ I FERNANDEZ",12.5,11.7,13.8833333333333,13.108,12.6915,13.9417142857143,NA,NA,77.8245476190476
"DEGOUY","Paul","m","FRA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",97,5.3,7.233,NA,12.533,"Paul_DEGOUY",13.4745,12.166,13.533,13.844,13.0886666666667,14.2776666666667,NA,NA,80.3838333333333
"RAYA","Paula","w","ESP","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",98,4.6,6.433,NA,11.033,"Paula_RAYA",NA,NA,12.566,NA,NA,12.766,11.033,10.566,46.931
"RAYA I ARTIGAS","Paula","w","ESP","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",32,5.1,7.6,NA,12.7,"Paula_RAYA I ARTIGAS",NA,NA,NA,NA,NA,NA,NA,12.583,12.583
"CAMPOS","Paulina","w","MEX","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",96,4.6,6.466,NA,11.066,"Paulina_CAMPOS",NA,NA,12.033,NA,NA,NA,12.0053333333333,12.9053333333333,36.9436666666667
"SCHAEFER BETZ","Pauline","w","GER","11-14 Aug 2022","2022 Senior European Championships","final","Munich, Germany",5,5.1,8.2,0.1,13.2,"Pauline_SCHAEFER BETZ",NA,NA,12.5995,NA,NA,NA,13.3663333333333,NA,25.9658333333333
"Gulidov","Pavel","m","ISR","1-4 Jun 2023","2023 Tel Aviv Challenge Cup","qual","Tel Aviv, Israel",5,5.2,8.4,NA,13.6,"Pavel_Gulidov",NA,NA,NA,13.55,13.25,13.95,NA,NA,40.75
"GULIDOV","Pavel","m","ISR","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",85,5.2,7.466,0.2,12.466,"Pavel_GULIDOV",NA,12.633,11.8273333333333,12.5606666666667,13.533,11.0932,NA,NA,61.6472
"KARNEJENKO","Pavel","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England",14,5.1,8,0,13.1,"Pavel_KARNEJENKO",12.9295555555556,11.62,12.9665714285714,13.6443333333333,13.9073636363636,11.5,NA,NA,76.567823953824
"TITOV","Pavel","m","FIN","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",102,4.6,7,NA,11.6,"Pavel_TITOV",NA,11.8665,NA,NA,NA,NA,NA,NA,11.8665
"SKOGVANG","Peder Funderud","m","NOR","23-26 Feb 2023","FIG Apparatus World Cup 2023","qual","Cottbus, Germany",29,5.5,7.433,NA,12.933,"Peder Funderud_SKOGVANG",12.566,NA,12.933,NA,12.1,13.366,NA,NA,50.965
"SKOGVANG","Peder","m","NOR","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",43,5.4,7.966,0.1,13.266,"Peder_SKOGVANG",12.733,11.866,13.516,NA,12.366,14,NA,NA,64.481
"Vefic","Petar","m","","8-11 Jun 2023","2023 Osijek Challenge Cup","qual","Osijek, Croatia.",18,5.4,7.9,0.1,13.2,"Petar_Vefic",10.55,NA,13.2,13.6,12.85,NA,NA,NA,50.2
"VEFIC","Petar","m","SRB","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",103,5.1,6.533,NA,11.633,"Petar_VEFIC",12.53325,11.99125,12.4558,12.9084,12.74975,13.56225,NA,NA,76.2007
"Velickovic","Petar","m","","8-11 Jun 2023","2023 Osijek Challenge Cup","qual","Osijek, Croatia.",33,4.2,6.65,NA,10.85,"Petar_Velickovic",NA,10.85,NA,NA,NA,NA,NA,NA,10.85
"VELICKOVIC","Petar","m","SRB","25-28 May 2023","2023 Varna World Challenge Cup Results","qual","Varna, Bulgaria",17,4.9,7.3,0,12.2,"Petar_VELICKOVIC",NA,12.2,NA,NA,NA,NA,NA,NA,12.2
"Vidricko","Peter","m","SVK","8-11 Jun 2023","2023 Osijek Challenge Cup","qual","Osijek, Croatia.",27,4.5,6.7,NA,11.2,"Peter_Vidricko",5.45,NA,11.2,NA,NA,NA,NA,NA,16.65
"VIDRICKO","Peter","m","SVK","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",122,4.5,6.266,NA,10.766,"Peter_VIDRICKO",11.333,4.966,10.766,12.033,11.6,13,NA,NA,63.698
"FURAC","Petra","w","CRO","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",129,3.8,6.4,0.1,10.1,"Petra_FURAC",NA,NA,10.7165,NA,NA,12.233,10.533,10.666,44.1485
"PAKHNIUK","Petro","m","UKR","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",81,5.4,7.2,NA,12.6,"Petro_PAKHNIUK",13.333,11.733,12.6,13,12.733,14.466,NA,NA,77.865
"LAI","Pin Ju","w","TPE","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",106,4.9,5.966,NA,10.866,"Pin Ju_LAI",NA,NA,12.1773333333333,NA,NA,11.133,11.2062,11.383,45.8995333333333
"LAI","Pin","w","TPE","1-5 Aug 2023","2023 FISH World University Games","AAfinal","Chengdu, China",15,4.9,6.2,NA,11.1,"Pin_LAI",NA,NA,12.083,NA,NA,12.48125,11.4165,11.7,47.68075
"STICKLER","Poppy Grace","w","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England",13,4.6,7.1,0,11.7,"Poppy Grace_STICKLER",NA,NA,12.9591111111111,NA,NA,12.711,12.1443333333333,11.4232,49.2376444444444
"Stickler","Poppy","w","GBR","8-11 Jun 2023","2023 Osijek Challenge Cup","final","Osijek, Croatia.",7,5,7.6,NA,12.6,"Poppy_Stickler",NA,NA,11.9,NA,NA,12.883,12.6165,12.133,49.5325
"WOODHEAD","Poppy","w","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","qual","Liverpool, England",41,4.1,5.6,0.1,9.6,"Poppy_WOODHEAD",NA,NA,10.9,NA,NA,12.65,9.6,9.65,42.8
"NAYAK","Pranati","w","IND","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",79,4.4,8.4,NA,12.8,"Pranati_NAYAK",NA,NA,9.65,NA,NA,12.6432,11,9.25,42.5432
"SAMANTA","Protistha","w","IND","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",111,4,8.333,NA,12.333,"Protistha_SAMANTA",NA,NA,NA,NA,NA,12.011,NA,NA,12.011
"QIU","Qiyuan","w","CHN","9-12 Mar 2023","World Cup","qual","Baku, Azerbaijan",10,5.3,7.4,NA,12.7,"Qiyuan_QIU",NA,NA,NA,NA,NA,NA,12.733,13.96625,26.69925
"BRANDENBURGER","Quentin","m","LUX","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",120,5,6.3,0.3,11,"Quentin_BRANDENBURGER",12.3,9.9,11.233,12.1495,12.2665,13.633,NA,NA,71.482
"RODRIGUEZ","Rachel","w","CRC","24-28 Jun 2023","2023 Central American and Caribbean Games","AAfinal","San Salvador, El Salvador",8,4.5,6.9,NA,11.4,"Rachel_RODRIGUEZ",NA,NA,11.175,NA,NA,12.225,11.225,12.125,46.75
"SLIZ","Radomir","m","CZE","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",49,5.2,7.7,NA,12.9,"Radomir_SLIZ",NA,13.6187142857143,NA,NA,NA,NA,NA,NA,13.6187142857143
"Stelmakh","Radomyr","m","","8-11 Jun 2023","2023 Osijek Challenge Cup","final","Osijek, Croatia.",5,5.7,7.833,NA,13.533,"Radomyr_Stelmakh",10.55,13.633,13.7415,13.3,NA,NA,NA,NA,51.2245
"STELMAKH","Radomyr","m","UKR","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",97,5.5,6.966,NA,12.466,"Radomyr_STELMAKH",13.233,12.8,12.466,12.5,13,13.066,NA,NA,77.065
"KALAMAROVA","Radoslava","w","SVK","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",81,4.5,6.566,NA,11.066,"Radoslava_KALAMAROVA",NA,NA,11.066,NA,NA,11.533,11.066,8.133,41.798
"BAPTISTE","Raekwon","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England",33,5.1,5,0.3,9.8,"Raekwon_BAPTISTE",12.175,12.62075,11.15,12.975,13.1053333333333,13.8198,NA,NA,75.8458833333333
"DALSGARD","Rani","m","DEN","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",73,5.3,7.7,0.3,12.7,"Rani_DALSGARD",NA,NA,12.7,NA,NA,NA,NA,NA,12.7
"ABDURAKHIMOV","Rasuljon","m","UZB","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",39,4.6,8.666,NA,13.266,"Rasuljon_ABDURAKHIMOV",12.86225,NA,NA,14.299,12.5,NA,NA,NA,39.66125
"KAMILJANOV","Ravshan","m","UZB","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China",63,4.9,7.233,NA,12.133,"Ravshan_KAMILJANOV",12.366,13.5015,12.41625,11.833,11.733,13.333,NA,NA,75.18275
"RADKOV","Rayan","m","BUL","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",79,4.2,8.066,NA,12.266,"Rayan_RADKOV",12.266,13.3,NA,11.733,NA,NA,NA,NA,37.299
"ZAPATA","Rayderley","m","ESP","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",22,6.2,7.833,0.1,13.933,"Rayderley_ZAPATA",NA,NA,13.64975,NA,13.758,13.9665,NA,NA,41.37425
"MARC","Razvan Denis","m","ROU","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",42,5.6,7.9,NA,13.5,"Razvan Denis_MARC",12.44975,11.84125,12.9443333333333,13.4666666666667,13.2415,13.3886666666667,NA,NA,77.3321666666667
"ANDRADE","Rebeca","w","BRA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England",3,6,7.533,NA,13.533,"Rebeca_ANDRADE",NA,NA,14.111,NA,NA,13.8993333333333,13.222,13.7553333333333,54.9876666666667
"DOWNIE","Rebecca","w","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England",9,5,6.95,0,11.95,"Rebecca_DOWNIE",NA,NA,12.5,NA,NA,12.8,12.45,14.1598,51.9098
"COBB","Reece","w","NZL","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",133,5.1,4.933,0.1,9.933,"Reece_COBB",NA,NA,11.666,NA,NA,12.066,9.933,11.833,45.498
"ROBINSON BAILEY","Remell","m","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","qual","Liverpool, England",32,4.6,5.3,0,9.9,"Remell_ROBINSON BAILEY",12.6,11.45,9.9,NA,12.7,13.725,NA,NA,60.375
"MC CLENAGHAN","Rhys","m","IRL","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",9,5.9,8.3,NA,14.2,"Rhys_MC CLENAGHAN",NA,14.6626666666667,NA,NA,NA,NA,NA,NA,14.6626666666667
"Rudy","Ricardo","m","AUT","8-11 Jun 2023","2023 Osijek Challenge Cup","qual","Osijek, Croatia.",26,4,7.85,NA,11.85,"Ricardo_Rudy",NA,11.375,NA,NA,NA,NA,NA,NA,11.375
"RUDY","Ricardo","m","AUT","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",101,5.1,7.333,NA,12.433,"Ricardo_RUDY",10.933,12.9928,12.8396,12.56625,12.6165,13.7315,NA,NA,75.67965
"Plate","Ricards","m","","8-11 Jun 2023","2023 Osijek Challenge Cup","qual","Osijek, Croatia.",13,5.2,8.1,NA,13.3,"Ricards_Plate",12.3,11.1,13.3,12.65,12.05,13.3,NA,NA,74.7
"PLATE","Ricards","m","LAT","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",96,5,7.533,NA,12.533,"Ricards_PLATE",11.8163333333333,11.2852857142857,12.4106666666667,12.513,11.971,12.8841111111111,NA,NA,72.8803968253968
"ATENCIO","Richard","m","PAN","24-28 Jun 2023","2023 Central American and Caribbean Games","qual","San Salvador, El Salvador",33,5.1,5.15,0.6,9.65,"Richard_ATENCIO",10.5,11.6,9.65,9.35,10.75,12.6,NA,NA,64.45
"IRFANALUTHFI","Rifda","w","INA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",134,4.4,5.433,NA,9.833,"Rifda_IRFANALUTHFI",NA,NA,12.54975,NA,NA,12.8884444444444,11.222,11.9663333333333,48.6265277777778
"SEDHANE","Rihab Sidra","w","ALG","27-30 Apr 2023","World Cup","qual","Cairo, Egypt",31,3.4,7,NA,10.4,"Rihab Sidra_SEDHANE",NA,NA,NA,NA,NA,NA,NA,10.4,10.4
"LOOS","Riley","m","USA","9-12 Mar 2023","World Cup","final","Baku, Azerbaijan",3,5.6,8.133,NA,13.733,"Riley_LOOS",12.366,13.4,13.7495,NA,14.05,NA,NA,NA,53.5655
"BURTANETE","Robert","m","ROU","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",112,5.3,7.033,0.3,12.033,"Robert_BURTANETE",12.333,11.95775,12.5165,13.1495,12.7,13.8106666666667,NA,NA,76.4674166666667
"KIRMES","Robert","m","FIN","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",53,5.4,7.966,0.1,13.266,"Robert_KIRMES",11.853,11.64975,12.7462,12.4596,12.408,13.5666666666667,NA,NA,74.6832166666667
"SELIGMAN","Robert","m","CRO","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",13,5.5,8.266,NA,13.766,"Robert_SELIGMAN",NA,13.766,NA,NA,NA,NA,NA,NA,13.766
"Tvorogal","Robert","m","","8-11 Jun 2023","2023 Osijek Challenge Cup","final","Osijek, Croatia.",4,5.4,8.5,NA,13.9,"Robert_Tvorogal",13.55,11.4,NA,14.158,NA,NA,NA,NA,39.108
"TVOROGAL","Robert","m","LTU","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",11,5.7,8.6,NA,14.3,"Robert_TVOROGAL",13.4964,11.583,12.966,12.9187142857143,13.133,13.833,NA,NA,77.9301142857143
"SAUCEDO","Rocio","w","ARG","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",58,5,6.833,NA,11.833,"Rocio_SAUCEDO",NA,NA,12.633,NA,NA,12.8,11.833,12.133,49.399
"GOMEZ","Rodrigo","m","MEX","24-28 Jun 2023","2023 Central American and Caribbean Games","final","San Salvador, El Salvador",7,5.4,7.1,NA,12.5,"Rodrigo_GOMEZ",12.05,12.5,12.95,11.8,11.7,13.8,NA,NA,74.8
"Mamenov","Roman","m","","8-11 Jun 2023","2023 Osijek Challenge Cup","qual","Osijek, Croatia.",28,3.4,6.35,NA,9.75,"Roman_Mamenov",9.75,NA,NA,13.15,12.3,NA,NA,NA,35.2
"MAMENOV","Roman","m","KAZ","25-28 May 2023","2023 Varna World Challenge Cup Results","qual","Varna, Bulgaria",21,5.3,5.4,0.6,10.1,"Roman_MAMENOV",10.35,NA,10.1,13.55,12.75,NA,NA,NA,46.75
"BROWN","Romi","w","AUS","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England",23,4.7,6.5,NA,11.2,"Romi_BROWN",NA,NA,12.1705,NA,NA,13.166,12.022,13.208,50.5665
"PYATOV","Ron","m","ISR","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",103,4.6,6.4,NA,11,"Ron_PYATOV",11,NA,NA,10.966,12.8,NA,NA,NA,34.766
"Ojala","Rosanna","w","FIN","8-11 Jun 2023","2023 Osijek Challenge Cup","qual","Osijek, Croatia.",26,4.7,4.333,NA,9.033,"Rosanna_Ojala",NA,NA,NA,NA,NA,NA,NA,9.033,9.033
"OJALA","Rosanna","w","FIN","25-28 May 2023","2023 Varna World Challenge Cup Results","qual","Varna, Bulgaria",15,4.5,6.366,0,10.866,"Rosanna_OJALA",NA,NA,NA,NA,NA,NA,NA,10.866,10.866
"LANGE","Ruan","m","RSA","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China",76,5.4,5.8,0.3,10.9,"Ruan_LANGE",9.866,10.933,10.9,11.9,11,13.96,NA,NA,68.559
"ALDAOUD","Ruba","w","JOR","27-30 Apr 2023","World Cup","qual","Cairo, Egypt",23,3.2,8.6,NA,11.8,"Ruba_ALDAOUD",NA,NA,NA,NA,NA,10.983,NA,NA,10.983
"CHITTERS","Ruben Luis","m","AUS","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China",52,4.7,8.066,0.1,12.666,"Ruben Luis_CHITTERS",12.766,NA,12.666,11.7,12,13.333,NA,NA,62.465
"EVAN","Ruby","w","GBR","23-26 Feb 2023","FIG Apparatus World Cup 2023","final","Cottbus, Germany",6,4.8,8.233,NA,13.033,"Ruby_EVAN",NA,NA,13.483,NA,NA,13.1915,12.933,12.3,51.9075
"EVANS","Ruby","w","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","qual","Liverpool, England",11,4.8,7.25,0,12.05,"Ruby_EVANS",NA,NA,12.725,NA,NA,13.125,12.05,12.25,50.15
