LastName,FirstName,Gender,Country,Date,Competition,Round,Location,Rank,D_Score,E_Score,Penalty,Score,HB,PH,FX,PB,SR,VT,BB,UB,index
Vidricko,Peter,m,SVK,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",27.0,4.5,6.7,,11.2,5.45,,11.2,,,,,,11329
FURAC,Petra,w,CRO,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",129.0,3.8,6.4,0.1,10.1,,,10.7165,,,12.233,10.533,10.666,3134
PAKHNIUK,Petro,m,UKR,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",81.0,5.4,7.2,,12.6,13.333,11.733,12.6,13.0,12.733,14.466,,,8006
LAI,Pin,w,TPE,1-5 Aug 2023,2023 FISH World University Games,AAfinal,"Chengdu, China",15.0,4.9,6.2,,11.1,,,12.083,,,12.48125,11.4165,11.7,5757
LAI,Pin Ju,w,TPE,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",106.0,4.9,5.966,,10.866,,,12.177333333333332,,,11.133,11.206199999999999,11.383,5767
Stickler,Poppy,w,GBR,8-11 Jun 2023,2023 Osijek Challenge Cup,final,"Osijek, Croatia.",7.0,5.0,7.6,,12.6,,,11.9,,,12.883000000000001,12.616499999999998,12.133,10152
WOODHEAD,Poppy,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",41.0,4.1,5.6,0.1,9.6,,,10.9,,,12.65,9.6,9.65,11551
STICKLER,Poppy Grace,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",13.0,4.6,7.1,0.0,11.7,,,12.959111111111111,,,12.711,12.144333333333334,11.423199999999998,9943
NAYAK,Pranati,w,IND,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",79.0,4.4,8.4,,12.8,,,9.65,,,12.643199999999998,11.0,9.25,7590
SAMANTA,Protistha,w,IND,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",111.0,4.0,8.333,,12.333,,,,,,12.011000000000001,,,9234
QIU,Qiyuan,w,CHN,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",10.0,5.3,7.4,,12.7,,,,,,,12.732999999999999,13.96625,8582
BRANDENBURGER,Quentin,m,LUX,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",120.0,5.0,6.3,0.3,11.0,12.3,9.9,11.233,12.1495,12.2665,13.633,,,1189
RODRIGUEZ,Rachel,w,CRC,24-28 Jun 2023,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",8.0,4.5,6.9,,11.4,,,11.175,,,12.225,11.225000000000001,12.125,8905
SLIZ,Radomir,m,CZE,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",49.0,5.2,7.7,,12.9,,13.618714285714288,,,,,,,9751
STELMAKH,Radomyr,m,UKR,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",97.0,5.5,6.966,,12.466,13.233,12.8,12.466,12.5,13.0,13.066,,,9915
Stelmakh,Radomyr,m,,8-11 Jun 2023,2023 Osijek Challenge Cup,final,"Osijek, Croatia.",5.0,5.7,7.833,,13.533,10.55,13.633,13.741499999999998,13.3,,,,,10146
KALAMAROVA,Radoslava,w,SVK,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",81.0,4.5,6.566,,11.066,,,11.066,,,11.533,11.066,8.133,4598
BAPTISTE,Raekwon,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",33.0,5.1,5.0,0.3,9.8,12.175,12.620750000000001,11.15,12.975000000000001,13.105333333333334,13.8198,,,836
DALSGARD,Rani,m,DEN,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",73.0,5.3,7.7,0.3,12.7,,,12.7,,,,,,2036
ABDURAKHIMOV,Rasuljon,m,UZB,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",39.0,4.6,8.666,,13.266,12.862250000000001,,,14.299000000000001,12.5,,,,113
KAMILJANOV,Ravshan,m,UZB,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",63.0,4.9,7.233,,12.133,12.366,13.5015,12.416250000000002,11.833,11.733,13.333,,,4634
RADKOV,Rayan,m,BUL,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",79.0,4.2,8.066,,12.266,12.266,13.3,,11.733,,,,,8637
ZAPATA,Rayderley,m,ESP,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",22.0,6.2,7.833,0.1,13.933,,,13.64975,,13.758,13.966500000000002,,,11776
MARC,Razvan Denis,m,ROU,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",42.0,5.6,7.9,,13.5,12.44975,11.84125,12.944333333333333,13.466666666666667,13.241499999999998,13.388666666666666,,,6479
ANDRADE,Rebeca,w,BRA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",3.0,6.0,7.533,,13.533,,,14.110999999999999,,,13.899333333333333,13.222,13.755333333333335,348
DOWNIE,Rebecca,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",9.0,5.0,6.95,0.0,11.95,,,12.5,,,12.8,12.45,14.1598,2553
COBB,Reece,w,NZL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",133.0,5.1,4.933,0.1,9.933,,,11.666,,,12.066,9.933,11.833,1819
ROBINSON BAILEY,Remell,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",32.0,4.6,5.3,0.0,9.9,12.6,11.45,9.9,,12.7,13.725000000000001,,,8893
MC CLENAGHAN,Rhys,m,IRL,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",9.0,5.9,8.3,,14.2,,14.662666666666667,,,,,,,6726
RUDY,Ricardo,m,AUT,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",101.0,5.1,7.333,,12.433,10.933,12.992799999999999,12.8396,12.56625,12.6165,13.7315,,,9000
Rudy,Ricardo,m,AUT,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",26.0,4.0,7.85,,11.85,,11.375,,,,,,,9117
PLATE,Ricards,m,LAT,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",96.0,5.0,7.533,,12.533,11.816333333333333,11.285285714285715,12.410666666666666,12.513000000000002,11.971000000000002,12.88411111111111,,,8385
Plate,Ricards,m,,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",13.0,5.2,8.1,,13.3,12.3,11.1,13.3,12.65,12.05,13.3,,,8570
ATENCIO,Richard,m,PAN,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",33.0,5.1,5.15,0.6,9.65,10.5,11.6,9.65,9.35,10.75,12.6,,,607
IRFANALUTHFI,Rifda,w,INA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",134.0,4.4,5.433,,9.833,,,12.54975,,,12.888444444444444,11.222,11.966333333333333,4256
SEDHANE,Rihab Sidra,w,ALG,27-30 Apr 2023,World Cup,qual,"Cairo, Egypt",31.0,3.4,7.0,,10.4,,,,,,,,10.4,9413
LOOS,Riley,m,USA,9-12 Mar 2023,World Cup,final,"Baku, Azerbaijan",3.0,5.6,8.133,,13.733,12.366,13.4,13.749500000000001,,14.05,,,,6157
BURTANETE,Robert,m,ROU,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",112.0,5.3,7.033,0.3,12.033,12.333,11.957749999999999,12.5165,13.1495,12.7,13.810666666666668,,,1382
KIRMES,Robert,m,FIN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",53.0,5.4,7.966,0.1,13.266,11.852999999999998,11.649750000000001,12.7462,12.4596,12.408,13.566666666666668,,,5139
SELIGMAN,Robert,m,CRO,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",13.0,5.5,8.266,,13.766,,13.766,,,,,,,9468
TVOROGAL,Robert,m,LTU,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",11.0,5.7,8.6,,14.3,13.4964,11.583,12.966,12.918714285714286,13.133,13.833,,,10831
Tvorogal,Robert,m,,8-11 Jun 2023,2023 Osijek Challenge Cup,final,"Osijek, Croatia.",4.0,5.4,8.5,,13.9,13.55,11.4,,14.158,,,,,10884
SAUCEDO,Rocio,w,ARG,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",58.0,5.0,6.833,,11.833,,,12.633,,,12.8,11.833,12.133,9306
GOMEZ,Rodrigo,m,MEX,24-28 Jun 2023,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",7.0,5.4,7.1,,12.5,12.05,12.5,12.95,11.8,11.7,13.8,,,3486
MAMENOV,Roman,m,KAZ,25-28 May 2023,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",21.0,5.3,5.4,0.6,10.1,10.35,,10.1,13.55,12.75,,,,6432
Mamenov,Roman,m,,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",28.0,3.4,6.35,,9.75,9.75,,,13.15,12.3,,,,7388
BROWN,Romi,w,AUS,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",23.0,4.7,6.5,,11.2,,,12.1705,,,13.166,12.022,13.208,1288
PYATOV,Ron,m,ISR,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",103.0,4.6,6.4,,11.0,11.0,,,10.966,12.8,,,,8527
OJALA,Rosanna,w,FIN,25-28 May 2023,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",15.0,4.5,6.366,0.0,10.866,,,,,,,,10.866,7797
Ojala,Rosanna,w,FIN,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",26.0,4.7,4.333,,9.033,,,,,,,,9.033,7974
LANGE,Ruan,m,RSA,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",76.0,5.4,5.8,0.3,10.9,9.866,10.933,10.9,11.9,11.0,13.96,,,5800
ALDAOUD,Ruba,w,JOR,27-30 Apr 2023,World Cup,qual,"Cairo, Egypt",23.0,3.2,8.6,,11.8,,,,,,10.983,,,286
CHITTERS,Ruben Luis,m,AUS,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",52.0,4.7,8.066,0.1,12.666,12.766,,12.666,11.7,12.0,13.333,,,1761
EVAN,Ruby,w,GBR,23-26 Feb 2023,FIG Apparatus World Cup 2023,final,"Cottbus, Germany",6.0,4.8,8.233,,13.033,,,13.483,,,13.1915,12.933,12.3,2858
EVANS,Ruby,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",11.0,4.8,7.25,0.0,12.05,,,12.725,,,13.125,12.05,12.25,2876
PASS,Ruby,w,AUS,9-12 Mar 2023,World Cup,final,"Baku, Azerbaijan",8.0,4.7,6.366,,11.066,,,12.51625,,,,12.133000000000001,12.966333333333333,8039
STACEY,Ruby,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",11.0,5.0,7.25,0.0,12.25,,,12.2995,,,12.4864,12.3,11.4915,9890
FERNANDO,Ruchira,m,SRI,"29 Jul-2 Aug, 2023",BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",18.0,3.2,6.8,,10.0,10.2,12.2,10.6,11.55,10.35,11.9,,,2952
MORIANO,Rudi,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",20.0,4.8,7.5,0.1,12.2,12.55,9.2,12.2,12.0,10.5,9.9875,,,7296
LUO,Rui,w,CHN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",109.0,5.5,5.366,0.1,10.766,,,,,,,10.766,14.350000000000001,6210
XIAO,Ruoteng,m,CHN,1-4 Mar 2023,World Cup,qual,"Doha, Qatar",22.0,6.0,6.766,,12.766,12.166,,12.766,,,,,,11577
NEMATOV,Rustambek,m,UZB,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",75.0,4.7,6.4,,11.1,12.166,11.166,11.1,12.433,11.9,13.163,,,7615
NATARAJ,Ruthuja,w,IND,"29 Jul-2 Aug, 2023",BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",18.0,4.3,5.95,,10.25,,,10.225000000000001,,,12.625,10.8,10.975,7514
CIRINO,Ryan,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",17.0,4.9,7.6,0.0,12.5,10.25,11.55,12.5,12.4,12.8,13.2,,,1799
OWEN,Ryan,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",16.0,5.0,7.65,0.1,12.55,12.25,6.65,12.55,11.95,11.6,13.524999999999999,,,7965
DOI,Ryosuke,m,JPN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",3.0,6.2,8.166,0.1,14.266,14.175,12.899666666666667,14.607999999999999,14.15,12.6,9.655333333333333,,,2437
Kokko,Saara,w,FIN,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",28.0,4.7,5.033,,9.733,,,11.966,,,11.966,9.733,9.966,5712
KOKKO,Saara Katariina,w,FIN,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",42.0,4.3,6.366,0.3,10.366,,,10.366,,,,,,5215
ABESADZE,Saba,m,GEO,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",104.0,5.3,6.3,,11.6,11.066,12.255333333333333,12.283000000000001,12.7396,13.033,12.866,,,123
HALOVA,Sabina,w,CZE,27-30 Apr 2023,World Cup,qual,"Cairo, Egypt",13.0,4.0,7.566,,11.566,,,,,,,11.566,10.933,3748
CARDERO,Sabrina,w,CUB,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",35.0,4.1,3.3,,7.4,,,9.85,,,12.3,7.4,8.65,1490
MANECA VOINEA,Sabrina,w,ROU,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",79.0,5.1,5.3,0.1,10.3,,,13.533,,,12.766285714285717,12.344000000000001,10.783,6438
BAILEY,Sacha,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",35.0,4.6,6.0,0.0,10.6,,,10.725,,,11.65,10.6,9.825,771
TAMBOLI,Saif,m,IND,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",9.0,5.8,8.25,,14.05,,,,14.05,,,,,10208
MARESCA,Salvatore,m,ITA,27-30 Apr 2023,World Cup,final,"Cairo, Egypt",2.0,6.2,8.5,,14.7,,,,,14.7,,,,6500
MOSTOWFI,Sam,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,final,"Liverpool, England",7.0,5.7,7.7,0.0,13.4,12.6165,11.625,13.443200000000001,12.727666666666666,12.6,14.3,,,7312
Mostowfi,Sam,m,GBR,1-4 Jun 2023,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",6.0,6.0,7.45,,13.45,10.4,,13.45,,,13.100000000000001,,,7479
ZAKUTNEY,Sam,m,CAN,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",26.0,5.2,8.2,0.1,13.3,14.2,11.55,13.3,13.0,13.25,6.9,,,11759
SERHANI,Samir,m,SUI,1-5 Aug 2023,2023 FISH World University Games,AAfinal,"Chengdu, China",13.0,4.7,8.566,,13.266,13.055333333333335,12.249666666666664,13.1495,13.383,13.833000000000002,13.6665,,,9506
GAHRAMANOVA,Samira,w,AZE,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",135.0,4.2,5.6,,9.8,,,10.473,,,11.6495,10.266499999999999,7.366,3225
Gahramanova,Samira,w,AZE,1-4 Jun 2023,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",19.0,4.4,5.833,,10.233,,,10.7,,,,10.233,,3647
DICK,Samual,m,NZL,05-06 May 2023,Oceania Continental Championships 2023,aa,"Carrara, Australia",,5.0,8.366,0.0,13.366,12.4,7.333,13.366,13.333,13.333,12.866,,,2406
DICK,Samuel,m,NZL,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",19.0,5.0,7.6,0.1,12.5,12.15,,12.5,12.45,12.649999999999999,13.380333333333333,,,2412
GHINN,Samuel,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",21.0,5.5,6.7,0.0,12.2,12.05,10.825,12.2,12.9,12.5,13.2,,,3409
MORGAN,Samuel,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",26.0,3.9,7.15,0.0,11.05,7.95,12.45,11.05,12.25,11.15,12.5,,,7271
ZAKUTNEY,Samuel,m,CAN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",26.0,5.6,8.033,,13.633,13.633,12.4,,14.4,12.766,,,,11766
HARDIMAN,Sandy,m,AUS,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",53.0,4.7,6.6,,11.3,,11.35,,11.3,,6.525,,,3766
MAEKELAE,Sani,w,FIN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",122.0,4.3,6.066,,10.366,,,11.983,,,12.5996,10.910666666666666,11.299666666666667,6313
VEERMAN,Sanna,w,NED,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",5.0,6.2,7.966,,14.166,,,11.855333333333334,,,10.5298,11.733,13.771999999999998,11052
WEVERS,Sanne,w,NED,11-16 Apr 2023,2023 Senior European Championships,final,"Antalya, Turkey",1.0,5.8,8.0,,13.8,,,,,,,13.6165,,11429
MAYOL,Santiago,m,ARG,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",59.0,5.4,7.833,,13.233,12.5,12.733,13.233,13.3,11.1,13.733,,,6713
JACOBSEN,Sara,w,DEN,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",107.0,3.6,5.666,,9.266,,,11.166,,,12.666,9.266,9.6,4300
KING,Sara,w,SLO,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",95.0,3.5,6.7,,10.2,,,11.565999999999999,,,12.03,10.9165,10.566500000000001,5055
King,Sara,w,SLO,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",21.0,4.1,6.933,,11.033,,,11.3,,,,11.033,11.0,5706
LOIKAS,Sara,w,FIN,25-28 May 2023,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",18.0,4.6,7.033,0.0,11.633,,,9.633,,,11.966,11.633,9.966,6149
SULEKIC,Sara,w,CRO,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",101.0,4.4,5.5,0.1,9.8,,,11.533,,,11.533000000000001,9.483,10.555333333333332,10005
SURMANOVA,Sara,w,SVK,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",109.0,4.2,5.233,,9.433,,,11.483,,,11.7165,10.466333333333333,9.883,10050
Sulekic,Sara,w,CRO,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",9.0,4.5,7.966,,12.466,,,,,,,,12.466,10165
LOIKAS,Sara Sofia,w,FIN,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",17.0,4.6,7.166,,11.766,,,11.2,,,11.93,11.766,10.233,6153
VOSS,Sarah,w,GER,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",33.0,5.1,7.166,,12.266,,,11.808,,,13.6665,12.349499999999999,12.788666666666666,11299
MUEANGPHUAN,Sasiwimon,w,THA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",87.0,4.5,6.766,,11.266,,,12.033,,,11.4,11.266,10.2,7336
MONDAL,Satyajit,m,IND,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",40.0,5.2,2.95,0.3,7.85,,,7.85,,,13.55,,,7171
GAWRONSKI,Sebastian,m,POL,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",44.0,5.5,7.766,,13.266,11.6128,10.4598,13.110666666666667,12.9064,12.65825,13.844,,,3281
SPONEVIK,Sebastian,m,NOR,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",75.0,4.7,8.066,,12.766,,12.208,12.1,12.171999999999999,12.2915,14.179,,,9861
SUE,Sebastian,m,PAN,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",18.0,4.7,7.7,,12.4,,10.7,12.4,10.55,,,,,9988
GAWRONSKI,Sebastian Norbert,m,POL,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",42.0,5.7,7.433,0.1,13.033,12.2,10.533,13.033,12.733,13.4,13.798499999999999,,,3309
KICKINGER,Selina,w,AUT,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",55.0,4.6,7.333,,11.933,,,11.81625,,,12.97475,11.974499999999999,12.5415,5007
HALVORSEN,Selma,w,NOR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",140.0,4.0,6.1,,10.1,,,10.1,,,11.599499999999999,,11.033,3750
Halvorsen,Selma,w,,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",27.0,4.2,5.8,0.1,9.9,,,11.233,,,12.3165,9.9,11.7,4185
Spyckerelle,Senne,m,BEL,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",18.0,4.7,7.25,,11.95,11.95,11.85,,9.25,,,,,10137
KIM,Seohyeon,w,KOR,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",40.0,4.4,5.633,,10.033,,,11.666,,,12.741999999999999,10.033,,5049
YEO,Seojeong,w,KOR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",37.0,5.4,7.066,,12.466,,,12.633,,,14.177333333333332,12.466,,11644
MORENO,Sergio,m,ESP,25-28 May 2023,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",24.0,4.2,6.2,0.0,10.4,,10.4,,,,,,,7243
VARGAS,Sergio,m,COL,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",28.0,4.5,6.65,,11.15,12.15,11.25,11.15,12.5,,12.55,,,11029
KRANZLMUELLER,Severin,m,AUT,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",115.0,5.1,6.866,,11.966,12.7165,10.716000000000001,12.266,12.1995,12.783000000000001,13.283,,,5466
KAYISOGLU,Sevgi,w,TUR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",65.0,5.1,6.6,,11.7,,,12.149833333333333,,,11.988333333333335,11.5184,12.049666666666665,4908
VAN OORSCHOT,Shade,w,NED,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",86.0,4.9,6.066,,10.966,,,12.566,,,,10.966,,10997
POH,Shandy,w,SGP,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",35.0,4.0,5.2,,9.2,,,10.3,,,,9.2,9.95,8425
WISKUS,Shane,m,USA,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",4.0,5.6,8.7,,14.3,13.75,,14.3,14.75,14.0,,,,11534
GRANT,Shanna Kae,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",15.0,4.0,7.55,0.0,11.55,,,12.699999999999998,,,12.5,11.575,11.9,3531
ARCHER,Shannon,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,final,"Liverpool, England",8.0,5.2,5.1,0.0,10.3,,,12.362499999999999,,,13.193750000000001,11.8625,11.9165,427
BAKER,Shannon,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",40.0,4.0,6.3,0.0,10.3,,,11.7,,,12.149999999999999,10.975000000000001,10.2,795
KOTI,Shante,w,RSA,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,final,"Birmingham, England",8.0,4.6,5.766,,10.366,,,11.75,,,,11.233,,5324
Koti,Shanté,w,RSA,1-4 Jun 2023,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",22.0,3.8,5.633,,9.333,,,11.933,,,,9.333,,5721
PETIT,Sheyen,w,FRA,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",17.0,5.2,7.4,0.1,12.5,,,,,,6.15,12.5,13.1,8262
JONES,Shilese,w,USA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",5.0,5.2,7.9,,13.1,,,13.75,,,14.2165,13.149999999999999,14.566,4496
AHMED,Shishir,m,BAN,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",38.0,3.5,5.9,0.3,9.1,2.95,2.1,9.1,6.5,4.6,11.649999999999999,,,257
SONEZAKI,Shizuku,w,JPN,1-4 Mar 2023,World Cup,qual,"Doha, Qatar",11.0,4.4,7.533,0.1,11.833,,,11.833,,,12.4165,,,9814
KAWAKAMI,Shohei,m,JPN,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",16.0,5.8,7.966,,13.766,14.1665,13.2665,13.766,14.366,13.349499999999999,13.686333333333332,,,4872
MIYATA,Shoko,w,JPN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",8.0,5.7,7.266,,12.966,,,13.4458,,,13.854,13.510833333333332,12.69125,7038
HAMIDI,Sihem,w,ALG,27-30 Apr 2023,World Cup,qual,"Cairo, Egypt",35.0,3.7,5.833,,9.533,,,,,,12.099499999999999,9.533,,3759
MIELLE,Silane,w,FRA,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",49.0,4.9,6.5,,11.4,,,12.849749999999998,,,,11.822000000000001,12.283000000000001,6943
SFIRINGU,Silviana,w,ROU,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",23.0,5.0,7.533,,12.533,,,10.066,,,12.866,12.533,11.133,9543
WU,Sing,w,TPE,1-5 Aug 2023,2023 FISU World University Games,final,"Chengdu, China",8.0,4.7,6.8,0.1,11.4,,,11.266,,,12.31,12.033000000000001,,11569
